respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DE LA INSTITUCIÓN EDUCATIVA,¿Con qué género te identificas?,"Cuéntanos una historia que te haya pasado en la educación virtual que para ti haya sido importante, puede ser algo agradable o desagradable, que te sucedió a ti o a otro compañero, puede ser alguna situación con un docente, o con tu familia, la conectividad o lo que piensas de esta nueva realidad, comparte tu historia aquí.",La historia que contaste te genera,La experiencia que compartiste es,¿Cuándo pasó la historia que nos contaste?,¿Con qué frecuencia pasa la situación que nos contaste?,¿Quién debe saber esta historia?,¿A quiénes involucra la historia que nos contaste?,Otro Involucrado,¿Qué enseñanza para la vida te dejó la historia que nos contaste?,Otra Enseñanza,La historia que nos contaste tiene impacto en:,Los espacios de aprendizaje virtual que estás teniendo:,Las actividades Extra-curriculares de manera virtual que te ofrece la institución son:,"¿En tu institución utilizan el arte, la cultura, la ciencia y la tecnología, como un camino para la celebración y el respeto por la diversidad?",¿Sientes que tus intereses y preguntas son tenidos en cuenta en tu institución a la hora de crear los contenidos y temas que veras en clase?,¿Sobre cuáles de los siguientes temas te gustaría aprender más en tu institución?,Otro (especifique),¿Cuál de estas características crees que es la que más resalta en los docentes de tu institución?,Disfrutas y aprendes mejor cuando:,Si fueras un profesor de tu institución ¿Qué agregarías a las clases (virtuales y presenciales)?, 
12888054879,404495119,2021-08-12 16:53:59,2021-08-12 16:58:53,191.156.129.67,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Hombre,Mi historia es de frustración pues me daba mucha dificultad realizar los trabajos a tiempo debido a que es la primera vez que me toca estudiar en la cuidad y vajo la modalidad de alternancia ,Tristeza,Experiencia personal,Hace seis meses,Casi nunca,Los profesores y las directivas,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu relación con el colegio y la educación.,Son aburridos y no te gustan.,No me gustan,Mucho,Mucho,Justicia,,Buena comunicación.,15,Más juegos,
12888042067,404495119,2021-08-12 16:27:39,2021-08-12 16:52:32,170.245.158.2,,,,,No,ANTIOQUIA,IE. Ramón Múnera Lopera,Hombre,En las clases virtuales se me hizo un poco difícil el tener que enviar las evidencias de los trabajos que hacíamos en virtualidada en especial en el área de matemáticas sentía que el tiempo no me alcanzaba pero me esforzaba porque quiero aprender y seguir siendo responsable con mis deberes escolares para mí fue difícil la virtualidada porque muchas veces la conexión no me funcionaba y no quería atrasarme en mis deberes escolares pero aún así aprendí mucho en la virtualidada valoraba el estar con mi familia pero extrañaba la escuela ver a mis maestros y compañeros de clase gracias a Dios volvimos ala presencialidad pero debemos seguir con el auto cuidado y la vio seguridad ,Esperanza,Experiencia personal,Hace un año,Casi nunca,Los profesores y las directivas,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Poco,Innovación y creatividad,,Buena comunicación.,56,Más proyectos artísticos,
12888035416,404495119,2021-08-12 16:41:11,2021-08-12 16:50:55,181.131.163.91,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Hombre,Mi historia que Mu fue muy bien me gustó demasiado y me gustó por q nos cuidamos,Alegría,Una opinión,Hace un año,Casi siempre,Los profesores y las directivas,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Son divertidos y los disfrutas.,Me encantan,Más o menos,Más o menos,Educación y aprendizaje,,Buena comunicación.,100,Más casos y ejemplos de la vida real.,
12888028647,404495119,2021-08-12 16:36:41,2021-08-12 16:47:01,170.245.158.2,,,,,No,ANTIOQUIA,IE. Ramón Múnera Lopera,Hombre,Soy jerónimo londoño monsalve me agrado tener la oportunidad de volver a la precencialidad ya que comparto con los profesores y compañeros eso me hace sentir muy feliz. Ya que en la pandemia no pude compartir co con nadie. Gracias al colegio por brindarme la oportunidad de volver a estudiar precencial ,Motivación,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Profesores,,Aprendí a valorar a mis profesores como personas que se interesan por mi mas allá de lo académico,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Poco,Educación y aprendizaje,,Buena comunicación.,100,Más talleres,
12888013500,404495119,2021-08-12 15:49:32,2021-08-12 16:43:53,201.233.74.21,,,,,No,ANTIOQUIA,IE. Ramón Múnera Lopera,Mujer,No entender lo que asignaba la maestra,Tristeza,Experiencia personal,Hace un año,Frecuentemente,Los profesores y las directivas,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu futuro,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Justicia,,Innovación y creatividad.,100,Más actividades fuera del aula.,
12888008887,404495119,2021-08-12 16:23:52,2021-08-12 16:35:37,191.95.27.199,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Mujer,"Sierto día me tocaba clase de matemáticas y estaba muy preocupada porque ahí veces que no entiendo algunas cosas, estaba demasiado preocupada pero cuando empezó la clase me relaje y le pregunté a la profe lo que no entendía y ella muy amable mente me explico entonces pude respirar tranquila y me gusto mucho la clase porque pude entender las actividades y supe que si no entiendo debo de preguntar y me sentí super bn en la clase",Motivación,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los compañeros,A mi,,Aprendí a valorar a mis profesores como personas que se interesan por mi mas allá de lo académico,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Más o menos,Educación y aprendizaje,,Innovación y creatividad.,52,Más juegos,
12888002943,404495119,2021-08-12 16:09:31,2021-08-12 16:32:43,181.135.96.142,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Mujer,En la institución educativa durante la clase de educación física a un compañero  le robaron su plata y la profe estaba molesta porq debíamos ser amables,Tristeza,Una historia que escuchaste por ahí,Hace algunos días o semanas,Casi nunca,Los profesores y las directivas,Otro (especifique),Compañeros,Aprendí a valorar a mis profesores como personas que se interesan por mi mas allá de lo académico,,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Valores,,Trabajo colaborativo.,66,Más trabajos en grupo,
12887992967,404495119,2021-08-12 16:19:28,2021-08-12 16:27:48,201.233.93.121,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Hombre,Ya no quería estar más en escuela virtual quería volver a las escuela la pandemia es muy aburrido ,Esperanza,Experiencia personal,Hace seis meses,Casi nunca,Nadie,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Educación sexual,,Trabajo colaborativo.,85,Más juegos,
12887945265,404495119,2021-08-12 15:44:18,2021-08-12 16:04:44,170.245.158.2,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Hombre,Mi historias q en una clase de español la profesora me manda hacer dos cuentos cortos y luego mandarlos en un audio pues yo los ise y se los mandé pero como los dos quedaron parecidos lo profe solo me califico uno y me reclamaba el otro y mis compañeros empezaron a reenviarle el audio  y la profe pensó q era yo y me decía no reenvié ese audio q ya lo escuché pero ella no lo entendió la verdad yo ya le avía enviado los dos yo le esplique . la verdad no supe si ella al final entendió  ,Impotencia,Experiencia personal,Hace un año,Casi nunca,Los profesores y las directivas,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Más o menos,Relación con los profesores,,Trabajo colaborativo.,,Más juegos,
12887614980,404495119,2021-08-12 13:32:08,2021-08-12 13:39:17,181.137.24.204,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Mujer,Lo que me paso fue que em la virtualidad me paso que a un compañero lo sacaron y no me gusto ,Tristeza,Experiencia que alguien te compartió,Hace seis meses,Casi nunca,Los profesores y las directivas,Amigos,,Aprendí lo importante de compartir con mis amigos y compañeros.,,La forma en que te relacionas con los demás,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Más o menos,Educación y aprendizaje,,Trabajo colaborativo.,100,Más juegos,
12887610077,404495119,2021-08-12 13:30:01,2021-08-12 13:37:08,181.132.84.215,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Mujer,Se me complico demasiado estudiar virtual ya q me enredaba demasiado a la hora de entregar nuestras actividades  ,Tristeza,Experiencia personal,Hace un año,Casi nunca,Los profesores y las directivas,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Riegos cibernéticos,,Buena comunicación.,100,Más actividades fuera del aula.,
12887585619,404495119,2021-08-12 13:08:47,2021-08-12 13:26:49,181.135.108.226,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Hombre,Fue cuando me  reuní con mis compañeros denuebo y me sentí feliz de boleros a estudiar  compartir y estar con mis compañeros,Alegría,Experiencia personal,Hace algunos días o semanas,Siempre,Todo el mundo,Amigos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Son aburridos y no te gustan.,Son buenas,Mucho,Más o menos,Educación y aprendizaje,,Trabajo colaborativo.,54,Más investigación,
12887527827,404495119,2021-08-12 12:51:38,2021-08-12 13:02:14,170.245.158.2,,,,,Sí,ANTIOQUIA,IE. Ramón Múnera Lopera,Mujer,Cuando estamos en física y jugamos fútbol me encanta porque comparto con mis compañeros y compañeras es un juego que lo jugamos entre mujeres y hombres y no hay diferencias nos divertimos todos y la pasamos muy bien ,Orgullo/Satisfacción,Experiencia personal,Hace algunos días o semanas,Casi siempre,Los compañeros,Amigos,,Aprendí lo importante de compartir con mis amigos y compañeros.,,La forma en que te relacionas con los demás,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Mucho,Educación sexual,,Innovación y creatividad.,30,Más investigación,
12887381733,404495119,2021-08-12 11:54:53,2021-08-12 11:59:52,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"No me gustaban las clase s virtuales porque tenia muy mala conexión y porque casi no entendia nada por otra parte entre nueva a esta Institución y me daba mucha pena hablar por microfono, casi nunca me conectaba a las clases por el Internet ay veces que me perdia todo por estar intentando correctamente, a mi mamá nunca le importo si me conectaba o no al parecer a ella le daba igual si perdia o ganaba el año, este me ponia un poco triste porque sentia que no tenia poyo.",Tristeza,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los profesores y las directivas,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu familia,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Más o menos,Poco,Relación con la familia,,Buena comunicación.,0,Más actividades fuera del aula.,
12887368967,404495119,2021-08-12 11:51:53,2021-08-12 11:54:31,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia en al clase de español la profe explico un tema que me gustó mucho y estaba emocionada por resolver el taller pero justo cuando iba ha responder las preguntas se fue el internet y no pude responder las preguntas.,Rabia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu relación con el colegio y la educación.,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Más o menos,Educación y aprendizaje,,Innovación y creatividad.,0,Más juegos,
12887361799,404495119,2021-08-12 11:47:10,2021-08-12 11:51:36,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Un dia me ofresi para mandar o esponer un video sobro un tipo de planta esas de las que se duermen en el video todo salio bien pero a mi no me gusto un pedaso en el que yo desia mucho shusa y eso sonaba muy raro pero el video y toodo salio vien,Tranquilidad,Experiencia personal,Hace seis meses,Casi nunca,Todo el mundo,A mi,,Aprendí nuevas habilidades y conocimientos.,,Ninguna de las anteriores,Son divertidos y los disfrutas.,Son buenas,Más o menos,Mucho,Innovación y creatividad,,Buena comunicación.,0,Más investigación,
12887350638,404495119,2021-08-12 11:42:53,2021-08-12 11:47:00,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,La historia que me paso en la educación virtual fue que un dia tiene clase y se me habia ido el internet y no pude ingresar a la clase completa y ese mismo dia tenia que enviar las guias a lo profesores y no pude enviarlas a la hora que correspondia y las man una hora despues.,Motivación,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Poco,Innovación y creatividad,,Pensamiento critico.,0,Más conversación.,
12887340281,404495119,2021-08-12 11:39:51,2021-08-12 11:42:37,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,para mi no es nada importante pero un dia tenia clase virtual y se me fue el internet osea la señal estaba mala no se veia bien las videollamadas. pero despues ingreso el internet y pues normal segui en la clase virtual.,Motivación,Experiencia personal,Hace seis meses,Casi nunca,Padres/familia,Familia,,Aprendí la importancia de la familia.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Más o menos,Salud,,Innovación y creatividad.,100,Más debate.,
12887333166,404495119,2021-08-12 11:37:25,2021-08-12 11:39:35,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Cuando empezaron las clases virtuales no me podia conectar porque no tenia internet y no sabia que estaban dando guias.,Tristeza,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Otro (especifique),a que debo estar más pendiente,Ninguna de las anteriores,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Mucho,Bullying y matoneo,,Buena comunicación.,0,Más investigación,
12887326941,404495119,2021-08-12 11:34:19,2021-08-12 11:37:06,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Un dia estaba en clase virtual y a mi casa legaron mis amigos y nos pusimos a jugar y teniamos el microfono prendido y duro 3 minutos y nos regañaron por no prestar atención y por tener el microfono prendido,Alegría,Experiencia personal,Hace seis meses,Casi nunca,Nadie,Amigos,,Aprendí a respetar otros puntos de vista.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Innovación y creatividad.,0,Más debate.,
12887314869,404495119,2021-08-12 11:29:54,2021-08-12 11:32:20,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"Una vez que estaba en clase se fue el internet y estaban dando una explicacion muy importante de matematicas para despues hacer un quiz, entonces no lo pude presentar.",Tristeza,Una historia que escuchaste por ahí,Hace seis meses,Casi siempre,Nadie,Amigos,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Más o menos,Más o menos,Educación y aprendizaje,,Pensamiento critico.,0,Más juegos,
12887308240,404495119,2021-08-12 11:27:49,2021-08-12 11:29:43,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,no me paso nada en particular,Tranquilidad,Experiencia personal,Hace seis meses,Siempre,Nadie,A mi,,Aprendí nuevas habilidades y conocimientos.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,No me gustan,Más o menos,Mucho,Educación sexual,,Buena comunicación.,0,Más conversación.,
12887302226,404495119,2021-08-12 11:25:18,2021-08-12 11:27:23,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,no me gusto cuando sacaron a la profe martha de la clase virtual,Rabia,Una historia que escuchaste por ahí,Hace algunos días o semanas,Casi nunca,Nadie,Amigos,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Ninguna de las anteriores,Hacen que quieras entrar a ellos.,No me gustan,Mucho,Nada,Educación sexual,,Buena comunicación.,0,Más juegos,
12887296343,404495119,2021-08-12 11:23:15,2021-08-12 11:25:06,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Cuando entraba a las clases virtuales me gustaba encender el microfono y todos pensaban que estaba dormida,Impotencia,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Aprendí a respetar otros puntos de vista.,,La forma en que te relacionas con los demás,Son aburridos y no te gustan.,No me ofrecen/ No sé,Poco,Más o menos,Innovación y creatividad,,Buena comunicación.,1,Más trabajos en grupo,
12887290920,404495119,2021-08-12 11:20:55,2021-08-12 11:22:59,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Cuando una amiga iva hablar siempre la sacaban y lo regañaban a uno,Tristeza,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Ninguna de las anteriores,Hacen que no quieras entrar a ellos.,No me ofrecen/ No sé,Poco,Poco,Educación sexual,,Buena comunicación.,0,Más casos y ejemplos de la vida real.,
12887284589,404495119,2021-08-12 11:17:48,2021-08-12 11:20:32,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Una vez estaba en clase virtual y a una profesora se le olvido apagar la camara y se pudo ver un hombre semi desnudo,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los profesores y las directivas,Profesores,,Otro (especifique),aprendi a revisar si tengo la camara apagada,Ninguna de las anteriores,Son divertidos y los disfrutas.,Son buenas,Más o menos,Mucho,Educación sexual,,Trabajo colaborativo.,0,Más juegos,
12887276723,404495119,2021-08-12 11:13:58,2021-08-12 11:17:30,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Que estabamos en clases virtuales y en eso se me fue el wifi el internet en toda la clase se me fue. y no pude hacer nada en este momento ya a las 8 que termino la clase me regreso el wifi ya que yo lo abia tomado pantallaso al celular a la hora que se fue el wifi le pude mostrar al profesor,Miedo/angustia,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,No me gustan,Mucho,Más o menos,Relación con los compañeros,,Trabajo colaborativo.,0,Más juegos,
12886941457,404495119,2021-08-12 08:44:17,2021-08-12 09:09:20,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,"Pille pues, resulta y sucede que una vez tenia clase de 7 a 12 am, me levante a las 6:30, me cepille, me bañe, reposaito, y como es que faltando como 3 minuticos se me va la luz ome, que rabia ome, y se demoro 4 horas en llegar y sacaron dizque 3 notas, eso solo me pasa a mi ome.",Rabia,Experiencia personal,Hace un año,Casi nunca,Nadie,Otro (especifique),Empresas públicas,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Son buenas,Poco,Más o menos,Innovación y creatividad,,Trabajo colaborativo.,0,Más proyectos artísticos,
