respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Las decisiones fueron influenciadas por…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12581753943,402496032,2021-04-16 12:11:12,2021-04-16 12:17:48,191.156.7.174,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,Aprendi a conocer nuevas compañeras y a respetar a cada uno sin importar quien es,#amigos,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,88,100,100,98,Felicidad,Todo el tiempo,Lo que hago en las horas de clase,6,8 a 10 años,No se,Mujer
12581728927,402496032,2021-04-16 12:01:48,2021-04-16 12:08:47,186.97.156.131,,,,,Sí,ANTIOQUIA,IE. La sierra,te dio curiosidad por aprender más,Paso que enseñaron muchas cosas que no habia aprendido y me dio curiosidad de aprender mas,,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,73,25,100,77,Satisfacción/orgullo,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,6,11 a 13 años,Bachiller,Hombre
12581694127,402496032,2021-04-16 11:20:14,2021-04-16 11:57:13,186.97.156.131,,,,,No,ANTIOQUIA,IE. La sierra,te dio curiosidad por aprender más,"el año pasado estuvimos trabajando la division me dio  mucho interes por aprender mas sobre esto me puse en el trabajo de aprender mas y aprendi a dividir por 1,2 y 3 cifras",Mi interes por aprender,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,65,100,Satisfacción/orgullo,Con frecuencia,Lo que hago en mi tiempo libre,6,8 a 10 años,No se,Mujer
12581014013,402496032,2021-04-16 08:06:32,2021-04-16 08:16:12,191.95.149.88,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,mi experiencia es que aprendí fue sobre los TEST físicos ,,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,18,24,100,Esperanza,Rara vez,,7,11 a 13 años,Bachiller,Mujer
12581013174,402496032,2021-04-16 08:04:24,2021-04-16 08:16:28,186.97.156.131,,,,,Sí,ANTIOQUIA,IE. La sierra,te dio curiosidad por aprender más,Por saber que era estudiar en el barrio donde mi madre nació y creció ,La Sierra ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,50,53,50,Esperanza,Con frecuencia,La forma cómo los profesores enseñan,8,14 a 16 años,Bachiller,Hombre
12579909559,402496032,2021-04-15 21:24:12,2021-04-16 06:42:26,45.175.20.130,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Lo qué más me gusta de la clase de física y de las demás es que  nos enseñan  cosas nuebas como las clases de tec y otras cosas más de ,#clases de tec,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,50,Felicidad,Con frecuencia,Ninguna de las anteriores,6,11 a 13 años,No se,Mujer
12579684353,402496032,2021-04-15 19:30:00,2021-04-15 19:36:39,45.175.20.130,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Me Enseñaron A Sumar y A Restar,#Aprenduzaje ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,38,20,Felicidad,,La forma cómo los profesores enseñan,6,más de 19 años,Bachiller,Mujer
12579646150,402496032,2021-04-15 19:11:49,2021-04-15 19:17:42,186.97.156.131,,,,,No,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,"Me gustó él ambiente, los maestros y los estudiantes, tuve muchos momentos de risa en las clases y fue lo que más me gustó ",Feliz,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,48,64,100,Felicidad,No se,Relación con los compañeros,11,17 a 19 años,Bachiller,Mujer
12579484306,402496032,2021-04-15 18:04:31,2021-04-15 18:14:18,200.122.220.186,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Mi Experiencia El Año Pasado Fue Una Obra De Arte Que Nos Pusieron El Año Pasado Fue Un Obra De Arte Que Ami Me Gusto Mucho Hacerla Y Aprendí Muchas Cosas Sobre Las Pinturas ,#Obrasdearteencasa,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,12,88,86,Satisfacción/orgullo,Con frecuencia,Lo que hago en las horas de clase,6,11 a 13 años,Bachiller,Mujer
12579303738,402496032,2021-04-15 16:52:03,2021-04-15 17:11:03,186.97.182.19,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,"compartir con mis copañeros,  valorar las cosas que tenemos",compartimiento entre amigos,Me sentí confundido/no entendí nada,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Entendernos y darnos soporte emocional,39,39,99,34,no está seguro,No se,Ninguna de las anteriores,8,11 a 13 años,No se,Mujer
12579191356,402496032,2021-04-15 16:22:33,2021-04-15 16:30:58,181.128.114.37,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Lo que aprendí el año pasado fue a multiplicar en el área de matemáticas,#matematicasencasa,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,100,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Hombre
12579163091,402496032,2021-04-15 16:08:36,2021-04-15 16:23:16,191.95.158.65,,,,,No,ARAUCA,IE. La sierra,te dio curiosidad por aprender más,Se con parte mas con los demás y aprendes cosa,No tengo,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,49,16,14,100,Felicidad,No se,El trabajo en equipo,,,,
12579070508,402496032,2021-04-15 15:44:33,2021-04-15 15:51:32,181.53.92.99,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,Qué aprendí que la tecnología también es una herramienta de estudio,##tendencia casa y darle un buen uso a la tecnología y darle un buen uso a la tecnología,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,1,87,89,11,Angustia/Miedo,Rara vez,Tecnología y herramientas digitales,8,11 a 13 años,No se,Mujer
12578914142,402496032,2021-04-15 14:44:22,2021-04-15 14:52:47,190.7.153.27,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,Q hay q apoyar alas personas q lo nesecitamos,3,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,53,61,76,Angustia/Miedo,Rara vez,Liderazgo,,,,
12578758851,402496032,2021-04-15 13:46:12,2021-04-15 13:57:37,190.7.153.27,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,la profesora de fisica matematicas nos puso hacer sobre un experimento del sistema respiratorio ,#experimentodelsistemarespiratorio,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,81,70,98,70,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,9,14 a 16 años,Bachiller,Mujer
12578746321,402496032,2021-04-15 13:48:48,2021-04-15 13:53:46,186.97.156.131,,,,,Sí,ANTIOQUIA,IE. La sierra,te dio curiosidad por aprender más,"Pues , me llamó la atención aprender más sobre la pandemia",#AprendeDeLaPandemia,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,100,50,50,Esperanza,Con frecuencia,Ninguna de las anteriores,7,11 a 13 años,Bachiller,Mujer
12578665872,402496032,2021-04-15 13:18:51,2021-04-15 13:25:12,186.97.156.131,,,,,No,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,,,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,50,50,39,no está seguro,Rara vez,Ninguna de las anteriores,9,14 a 16 años,Bachiller,Hombre
12578541217,402496032,2021-04-15 12:34:44,2021-04-15 12:43:29,190.7.153.27,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,"Una de mis experiencias que tuve en el colegio fue conocer a.muchas personas y si, para mi es una muy bonita experiencias por que gracias a esas personas que conocí entre ellas esta mi mejor amigo una persona que no conocía en absoluto hasta que llegue al colegio y empecé a tratar y llegó el a mi vida es una linda experiencias gracias al colegio",#teconocí,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,50,0,Felicidad,Una vez,Relación con los compañeros,10,14 a 16 años,Bachiller,Mujer
12578435829,402496032,2021-04-15 12:00:41,2021-04-15 12:07:12,190.28.65.236,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,Que el colegio es muy importante y más donde aprendemos mucho mi colegio me encanta ,Mi institución bella,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,54,29,58,59,Felicidad,Todo el tiempo,El trabajo en equipo,7,11 a 13 años,Técnico,Mujer
12578400000,402496032,2021-04-15 11:47:53,2021-04-15 11:55:25,179.12.102.190,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Nos colocaron mucho trabajos en plataformas como Word y powerpoint y yo no sabía manejar las plataformas entonces investigue más para poder realizar los trabajos ,El internet,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,17,85,10,11,Satisfacción/orgullo,Con frecuencia,Lo que hago en mi tiempo libre,10,14 a 16 años,Bachiller,Hombre
12578387663,402496032,2021-04-15 11:45:55,2021-04-15 11:51:24,181.134.134.174,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,En la virtualidad me confundí un poco al principio,#apoyemoslavirtualidad ,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,50,30,70,no está seguro,Una vez,Liderazgo,10,14 a 16 años,Universitario,Hombre
12578380803,402496032,2021-04-15 11:35:50,2021-04-15 11:50:49,181.134.129.106,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,La curiosidad de aprender más de cada materia,#Aprendizaje,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,55,60,Esperanza,No se,La forma cómo los profesores enseñan,10,17 a 19 años,Universitario,Mujer
12578380157,402496032,2021-04-15 11:42:15,2021-04-15 11:48:56,181.134.233.242,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,lo que me sucedio fue el inisio de la cuarentena fue una experiensia muy nueva para mi y me enseño que el mundo no es tan perfecto,#elmundonoesperfecto,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,31,71,41,Angustia/Miedo,Rara vez,Innovación / creatividad,10,14 a 16 años,Bachiller,Hombre
12578379389,402496032,2021-04-15 11:42:54,2021-04-15 11:48:30,190.250.57.7,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Como venía de otra institución me enseñó a adaptarme y un nuevo método de aprendizaje,#bonitasvibras ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,100,50,50,Felicidad,Rara vez,Relación con los compañeros,10,14 a 16 años,Bachiller,Mujer
12578378360,402496032,2021-04-15 11:44:48,2021-04-15 11:48:08,181.135.42.30,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprendi mucho de todas las materias y me adentre mucho mas en todos los tipos de la ciencia ,#UnaNuevaEducacion,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,60,69,59,79,Satisfacción/orgullo,Con frecuencia,Liderazgo,10,14 a 16 años,Universitario,Mujer
12578371766,402496032,2021-04-15 11:39:48,2021-04-15 11:46:03,190.69.44.217,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Al fin entendí matemáticas ,#alfinaprendimatematicas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,51,80,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,10,14 a 16 años,No se,Hombre
12578371040,402496032,2021-04-15 11:39:46,2021-04-15 11:45:51,181.131.211.129,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Cosas de la ciencia que no sabía ,#amolaciencia ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,50,100,Satisfacción/orgullo,Una vez,Alimentación,10,17 a 19 años,Técnico,Hombre
12578370455,402496032,2021-04-15 11:41:26,2021-04-15 11:45:27,181.58.38.51,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Sabes más de los temas que no había visto el año pasado ,#aprendiendoalgonuevo,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,31,16,20,24,Felicidad,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,10,17 a 19 años,Técnico,Hombre
12578370443,402496032,2021-04-15 11:39:32,2021-04-15 11:45:30,186.147.75.73,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Me gusta aprender cosas nuevas cada día ,#aprendiendo ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,51,50,45,65,Satisfacción/orgullo,Una vez,La forma como los profesores me evalúan,10,17 a 19 años,Bachiller,Mujer
12578368849,402496032,2021-04-15 11:36:29,2021-04-15 11:45:09,190.240.147.152,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Hice nuevas amistades, aprendí muchas cosas nuevas y muy útiles es bueno ir al colegio es un lugar muy chevere donde aprendí cosas que no me habían enseñado en años anteriores ",#educación ,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,50,100,50,Esperanza,Con frecuencia,Ninguna de las anteriores,10,17 a 19 años,Bachiller,Hombre
12578364530,402496032,2021-04-15 11:37:35,2021-04-15 11:43:37,190.240.45.219,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Al principio fue todo muy confuso pero con el pasar del tiempo me fui acostumbrando y aprendiendo a sacarle provecho al estudio por medio de la virtualidad  ,#nadaesobstaculoparaaprender,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,50,50,Esperanza,Todo el tiempo,Lo que hago en las horas de clase,10,14 a 16 años,Universitario,Hombre
12578361923,402496032,2021-04-15 11:37:13,2021-04-15 11:43:02,181.132.204.238,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Perder el año,me enseño demasiadas cosas,una de ellas a valorar el colegio y el esfuerzo de mis padres",#nopierdanaños,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,60,75,26,29,Angustia/Miedo,Una vez,La forma cómo los profesores enseñan,10,17 a 19 años,Bachiller,Hombre
12578360890,402496032,2021-04-15 11:37:29,2021-04-15 11:42:26,181.134.230.2,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprendí muchas matemáticas,#aprendoencasa,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,45,49,28,52,Satisfacción/orgullo,Rara vez,Cómo resolver conflictos,10,14 a 16 años,Bachiller,Hombre
12578357125,402496032,2021-04-15 11:34:33,2021-04-15 11:41:12,191.95.158.203,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,La experiencia de entrar a un colegio nuevo ,#nuevoenelcolegio,Me sentí confundido/no entendí nada,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,16,90,14,93,Indiferencia,Una vez,El trabajo en equipo,10,14 a 16 años,Bachiller,Hombre
12578356988,402496032,2021-04-15 11:36:27,2021-04-15 11:41:19,186.97.156.131,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,Me Enseñó Cosas Que Yo No Creía Que Ya Hacia Bien ,Ninguno,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,65,82,100,32,Indiferencia,Todo el tiempo,Cómo resolver conflictos,11,17 a 19 años,Postgrado,Mujer
12578349916,402496032,2021-04-15 11:31:34,2021-04-15 11:38:53,191.95.145.78,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,aprendi cosas nuevas y me gusto,#apredermas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,59,86,94,86,Felicidad,Todo el tiempo,Cómo resolver conflictos,10,14 a 16 años,Técnico,Mujer
12578346150,402496032,2021-04-15 11:31:25,2021-04-15 11:37:29,181.134.227.144,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Seguir aprendiendo de los experimentos de Quimica,#quimica,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,31,20,78,Satisfacción/orgullo,Rara vez,El trabajo en equipo,10,17 a 19 años,Bachiller,Mujer
12578328681,402496032,2021-04-15 11:26:52,2021-04-15 11:32:30,186.146.94.247,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,me tocaban con profesores nuevos y me hubiera gustado conocerlos,#pandemialodañotodo,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,72,58,63,38,Felicidad,Una vez,Relación con los profesores,10,14 a 16 años,Bachiller,Hombre
12578289055,402496032,2021-04-15 11:09:52,2021-04-15 11:19:23,200.122.205.51,,,,,Sí,ANTIOQUIA,IE. La sierra,te enseñó algo nuevo,Hacer más tolerante ,3,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Entendernos y darnos soporte emocional,0,15,74,44,no está seguro,No se,La forma cómo los profesores enseñan,8,14 a 16 años,Bachiller,Mujer
12578273848,402496032,2021-04-15 11:07:26,2021-04-15 11:13:34,191.95.149.10,,,,,Sí,ANTIOQUIA,IE. La sierra,te dio curiosidad por aprender más,"Pues con la oportunidad de la media tecnica me dio curiosidad de aprender mas y mas, pero ya con esto de lo virtual mis animos han bajado un poco",#iralcolegio,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,80,50,80,52,Esperanza,Rara vez,Cómo resolver conflictos,,,,
12578249507,402496032,2021-04-15 10:54:42,2021-04-15 11:06:43,181.131.19.144,,,,,No,ANTIOQUIA,IE. La sierra,te dio curiosidad por aprender más,Me dió curiosidad por qué el profesor nos explicaba un tema y yo quería saber de eso por lo que el el profesor nos explicaba muy bien ,No,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,0,50,100,Felicidad,Con frecuencia,La forma como los profesores me evalúan,10,14 a 16 años,Bachiller,Mujer
